Id,SalePrice
1731,133020.4
1732,126271.914
1733,122860.44
1734,137254.84
1735,134321.44
1736,131090.44
1737,304740.34
1738,242109.47
1739,328760.88
1740,206899.88
1741,185269.03
1742,171531.42
1743,181159.98
1744,276580.78
1745,261723.84
1746,223194.9
1747,230281.84
1748,236167.22
1749,158528.11
1750,149866.12
1751,232087.08
1752,119873.914
1753,167813.28
1754,211000.72
1755,164133.62
1756,109872.06
1757,123631.83
1758,104919.67
1759,143361.14
1760,162281.45
1761,162669.14
1762,163901.97
1763,173617.77
1764,118534.75
1765,166410.98
1766,157322.03
1767,178606.84
1768,134078.78
1769,160665.31
1770,149310.61
1771,134506.92
1772,154176.92
1773,140881.14
1774,136162.95
1775,129587.664
1776,117835.5
1777,105557.48
1778,137832.66
1779,103162.6
1780,166667.17
1781,126949.78
1782,97342.83
1783,145272.4
1784,93429.59
1785,120442.63
1786,157716.36
1787,176260.55
1788,74136.7
1789,104546.81
1790,57488.71
1791,201695.56
1792,163129.9
1793,135920.08
1794,157962.03
1795,143679.92
1796,105054.336
1797,107598.56
1798,129939.984
1799,96119.15
1800,110181.18
1801,106448.91
1802,142012.36
1803,185045.84
1804,141521.19
1805,138789.61
1806,129785.914
1807,116055.55
1808,125761.516
1809,122208.14
1810,141113.5
1811,102426.38
1812,108735.54
1813,115037.04
1814,85201.52
1815,58035.438
1816,91634.125
1817,129497.23
1818,138278.45
1819,108021.55
1820,59771.05
1821,121829.95
1822,156939.02
1823,37432.566
1824,160980.8
1825,122954.8
1826,84132.96
1827,97324.445
1828,130230.16
1829,101824.195
1830,154367.16
1831,163914.02
1832,136880.6
1833,140560.53
1834,124510.62
1835,148582.05
1836,140385.72
1837,104436.0
1838,114136.805
1839,79493.766
1840,174935.1
1841,145138.5
1842,95270.6
1843,137535.38
1844,119083.26
1845,133977.94
1846,147481.47
1847,166659.39
1848,56789.152
1849,122846.38
1850,135839.34
1851,142026.72
1852,135353.38
1853,136760.16
1854,158089.52
1855,152996.95
1856,226954.16
1857,133170.81
1858,142840.1
1859,119614.12
1860,159256.22
1861,119721.51
1862,281929.88
1863,281929.88
1864,281929.88
1865,350404.62
1866,368576.6
1867,239315.52
1868,269048.88
1869,183204.56
1870,200754.86
1871,260724.86
1872,172268.64
1873,230405.95
1874,127691.43
1875,193064.06
1876,179252.55
1877,193355.0
1878,220038.44
1879,137739.61
1880,137895.11
1881,233064.11
1882,258642.11
1883,192278.73
1884,219009.25
1885,215294.12
1886,308022.47
1887,196110.73
1888,251968.98
1889,150575.55
1890,126032.74
1891,141321.84
1892,109731.53
1893,133138.56
1894,114166.52
1895,142572.67
1896,118570.93
1897,107547.78
1898,110810.28
1899,143352.94
1900,139463.89
1901,171176.47
1902,164340.22
1903,244626.73
1904,154063.89
1905,178139.89
1906,142070.34
1907,172852.84
1908,118887.75
1909,124379.0
1910,123855.58
1911,192306.42
1912,351900.88
1913,134757.17
1914,43337.645
1915,366374.7
1916,36910.473
1917,243990.67
1918,122639.54
1919,150422.69
1920,165775.02
1921,317108.06
1922,376344.3
1923,207678.36
1924,236897.62
1925,249991.7
1926,353389.38
1927,138098.56
1928,142268.7
1929,123101.93
1930,114562.33
1931,136336.03
1932,143806.31
1933,159300.42
1934,177287.06
1935,177832.31
1936,176730.16
1937,186322.06
1938,199593.03
1939,297805.12
1940,186314.95
1941,175549.27
1942,194730.88
1943,189143.61
1944,338131.03
1945,335250.84
1946,173285.78
1947,315504.5
1948,172511.12
1949,253397.5
1950,164234.62
1951,222454.97
1952,244980.67
1953,160816.31
1954,207168.6
1955,154265.9
1956,314528.72
1957,170417.44
1958,278530.0
1959,161767.83
1960,111845.86
1961,130663.95
1962,92078.086
1963,92421.55
1964,113414.49
1965,149652.6
1966,140365.5
1967,291431.3
1968,382100.66
1969,389663.28
1970,438243.1
1971,450917.25
1972,382585.97
1973,268823.44
1974,331819.38
1975,439932.75
1976,255012.56
1977,343910.44
1978,414327.1
1979,345383.25
1980,199217.27
1981,351825.03
1982,256084.39
1983,256084.39
1984,166339.6
1985,223412.33
1986,205781.17
1987,192314.12
1988,181187.8
1989,190544.75
1990,232085.1
1991,227459.02
1992,191921.48
1993,160770.92
1994,211602.84
1995,185423.17
1996,255750.27
1997,349160.38
1998,321052.03
1999,279027.44
2000,327682.84
2001,263483.9
2002,243938.8
2003,269360.3
2004,249391.16
2005,245818.27
2006,231955.88
2007,258822.73
2008,198435.86
2009,165597.58
2010,175754.97
2011,108777.86
2012,177062.67
2013,171366.11
2014,193719.16
2015,193953.19
2016,175770.39
2017,203304.23
2018,130541.02
2019,120565.02
2020,103710.97
2021,124030.99
2022,170498.88
2023,153278.97
2024,227749.23
2025,355140.12
2026,180655.52
2027,147079.75
2028,151216.66
2029,172784.45
2030,263106.78
2031,227120.66
2032,299564.34
2033,246034.52
2034,147468.25
2035,206487.5
2036,172748.38
2037,174240.62
2038,255181.39
2039,191296.9
2040,240572.23
2041,250116.19
2042,204801.88
2043,174728.17
2044,193389.67
2045,207583.52
2046,156492.73
2047,146339.48
2048,134232.19
2049,144451.52
2050,179750.0
2051,102103.47
2052,143257.4
2053,147361.12
2054,85496.664
2055,159518.88
2056,125711.16
2057,127314.36
2058,208433.33
2059,143330.25
2060,159651.89
2061,166917.06
2062,136468.58
2063,114662.01
2064,141716.34
2065,119239.29
2066,154088.58
2067,126038.63
2068,137239.53
2069,86702.52
2070,105270.766
2071,86680.78
2072,178977.53
2073,132133.47
2074,180774.25
2075,146269.72
2076,113123.48
2077,145886.61
2078,132437.5
2079,125955.96
2080,123838.57
2081,130757.32
2082,140685.8
2083,150081.23
2084,107480.73
2085,139724.3
2086,123758.64
2087,129335.18
2088,120702.5
2089,86787.734
2090,119338.6
2091,120328.055
2092,127651.98
2093,134848.45
2094,128715.38
2095,148552.86
2096,79504.38
2097,85193.805
2098,146266.78
2099,61557.273
2100,90442.79
2101,124753.086
2102,144520.4
2103,96168.11
2104,119468.305
2105,128444.51
2106,79111.24
2107,180766.33
2108,108395.22
2109,122614.75
2110,120878.17
2111,163406.9
2112,144757.25
2113,115282.055
2114,112352.38
2115,152544.14
2116,105252.59
2117,141910.69
2118,129069.4
2119,102612.53
2120,117492.13
2121,96607.04
2122,70363.734
2123,97862.97
2124,160815.53
2125,128297.73
2126,158375.94
2127,140888.94
2128,145745.88
2129,80941.91
2130,120202.92
2131,146916.44
2132,113592.445
2133,119045.79
2134,107640.95
2135,76919.52
2136,70394.875
2137,127892.64
2138,133601.03
2139,147935.19
2140,138338.06
2141,119083.26
2142,134353.34
2143,150126.89
2144,111356.914
2145,129716.375
2146,135079.61
2147,149776.53
2148,111798.3
2149,144461.56
2150,216360.31
2151,121781.28
2152,109422.11
2153,133251.36
2154,112894.24
2155,151056.8
2156,223643.62
2157,207380.89
2158,222762.8
2159,218944.1
2160,159550.97
2161,256657.73
2162,439349.53
2163,385639.6
2164,219911.31
2165,193558.31
2166,146014.8
2167,221797.22
2168,203578.0
2169,193079.89
2170,223022.56
2171,150493.0
2172,141169.77
2173,175960.42
2174,241616.78
2175,275738.53
2176,289609.62
2177,250458.95
2178,202209.61
2179,146300.55
2180,204788.98
2181,208485.22
2182,227257.81
2183,189844.06
2184,141103.55
2185,118572.4
2186,158776.69
2187,123091.48
2188,140474.38
2189,184319.48
2190,91561.27
2191,91561.27
2192,116809.72
2193,103596.0
2194,84364.76
2195,108635.73
2196,101628.32
2197,126669.57
2198,153352.52
2199,147895.98
2200,128975.516
2201,135106.8
2202,192059.0
2203,191429.22
2204,210644.45
2205,132516.22
2206,151614.77
2207,177981.45
2208,241292.11
2209,146136.97
2210,119884.66
2211,107527.78
2212,119878.6
2213,102826.38
2214,118680.22
2215,108021.65
2216,130159.13
2217,34852.844
2218,52129.508
2219,53656.965
2220,54324.363
2221,366374.7
2222,254456.0
2223,299325.62
2224,218705.36
2225,127584.19
2226,156065.3
2227,192092.7
2228,276721.4
2229,207602.31
2230,179951.89
2231,204706.0
2232,193453.12
2233,165699.78
2234,243171.6
2235,204155.81
2236,177904.4
2237,331092.03
2238,167082.38
2239,94032.34
2240,155398.0
2241,134022.16
2242,124353.98
2243,109959.06
2244,104208.266
2245,90616.75
2246,140700.42
2247,97821.445
2248,126351.3
2249,130725.9
2250,127467.19
2251,79368.85
2252,162723.9
2253,154893.61
2254,170943.03
2255,175993.98
2256,188522.69
2257,192242.42
2258,173380.66
2259,193057.25
2260,155681.17
2261,165943.16
2262,196807.52
2263,314536.8
2264,449026.97
2265,169638.78
2266,290735.1
2267,421923.2
2268,389914.97
2269,168800.42
2270,173099.14
2271,244969.92
2272,238261.83
2273,166935.53
2274,173904.45
2275,152906.08
2276,172149.89
2277,178573.62
2278,153411.45
2279,126023.73
2280,111843.41
2281,147002.77
2282,156218.22
2283,99820.36
2284,118098.76
2285,142201.28
2286,132075.14
2287,358733.03
2288,318174.97
2289,377264.22
2290,443307.06
2291,292774.0
2292,363268.12
2293,417998.66
2294,459293.66
2295,458017.75
2296,328088.72
2297,286116.03
2298,318406.88
2299,406161.03
2300,305977.44
2301,254641.47
2302,233040.78
2303,279335.22
2304,288802.34
2305,187665.06
2306,187665.06
2307,181484.72
2308,220288.92
2309,274468.44
2310,249326.47
2311,176384.14
2312,186669.6
2313,180144.55
2314,180160.52
2315,182524.78
2316,184444.86
2317,176860.33
2318,177300.92
2319,178233.34
2320,175931.89
2321,234908.4
2322,171460.44
2323,163452.58
2324,164218.19
2325,231539.92
2326,162111.77
2327,216259.64
2328,233898.44
2329,180434.77
2330,178483.9
2331,347575.97
2332,393702.7
2333,317027.03
2334,269662.56
2335,263933.84
2336,309691.7
2337,193594.12
2338,241440.34
2339,243647.47
2340,381646.88
2341,258954.81
2342,237722.55
2343,212418.28
2344,241324.33
2345,269161.28
2346,200163.75
2347,186816.88
2348,220444.23
2349,180040.8
2350,246215.48
2351,267070.72
2352,267515.3
2353,249732.69
2354,103068.09
2355,117320.82
2356,150588.47
2357,202006.64
2358,205824.94
2359,127881.414
2360,125936.74
2361,137423.94
2362,296689.94
2363,131349.86
2364,156229.55
2365,218310.47
2366,179967.84
2367,235707.3
2368,203734.53
2369,233477.9
2370,171091.28
2371,175812.48
2372,182438.11
2373,254766.56
2374,292285.53
2375,249232.1
2376,273883.53
2377,297849.44
2378,144387.19
2379,217686.98
2380,146903.27
2381,164421.6
2382,197846.67
2383,229964.28
2384,262343.6
2385,165657.75
2386,147969.48
2387,137483.31
2388,95724.15
2389,128573.44
2390,137778.38
2391,123731.5
2392,117584.83
2393,158061.64
2394,142045.81
2395,192415.58
2396,141033.72
2397,195655.48
2398,123222.555
2399,71864.94
2400,64853.52
2401,120436.77
2402,137246.06
2403,145880.77
2404,149541.03
2405,147933.78
2406,143453.6
2407,126306.96
2408,137295.95
2409,134037.11
2410,156989.61
2411,121580.41
2412,121728.1
2413,126807.36
2414,128617.47
2415,152393.5
2416,131056.695
2417,132984.89
2418,126440.74
2419,136147.75
2420,119572.03
2421,153300.89
2422,109342.93
2423,107343.97
2424,155601.17
2425,198421.67
2426,130784.01
2427,120112.164
2428,160504.52
2429,111639.445
2430,134903.25
2431,121026.74
2432,136575.86
2433,145182.52
2434,142556.48
2435,154249.44
2436,100582.64
2437,121797.19
2438,129102.88
2439,98616.78
2440,115217.1
2441,104330.18
2442,83497.18
2443,96015.164
2444,110936.53
2445,73948.234
2446,127857.39
2447,150123.75
2448,144895.64
2449,108083.89
2450,144664.64
2451,139357.27
2452,169728.11
2453,87244.484
2454,104682.1
2455,105103.336
2456,119599.97
2457,133717.16
2458,101848.86
2459,92839.74
2460,122155.82
2461,89533.625
2462,115745.62
2463,122323.23
2464,143651.69
2465,142181.34
2466,114838.63
2467,149474.73
2468,75954.25
2469,76002.58
2470,122890.44
2471,179744.17
2472,143984.98
2473,92049.99
2474,115777.86
2475,192839.19
2476,109092.53
2477,130009.52
2478,154771.2
2479,125391.1
2480,137150.42
2481,131876.28
2482,132038.61
2483,122542.97
2484,125614.2
2485,129079.24
2486,144636.36
2487,161867.83
2488,161008.28
2489,140689.69
2490,149615.78
2491,79532.29
2492,184921.81
2493,146570.36
2494,156544.83
2495,87212.875
2496,253619.69
2497,143348.16
2498,122767.09
2499,88970.484
2500,124239.11
2501,134560.17
2502,144403.86
2503,119370.82
2504,208201.1
2505,214861.33
2506,274091.53
2507,366893.94
2508,274091.53
2509,217891.78
2510,228024.81
2511,179170.67
2512,207989.14
2513,207164.25
2514,207576.39
2515,149507.53
2516,168538.06
2517,127773.164
2518,135968.69
2519,206322.73
2520,207762.75
2521,202004.72
2522,219283.88
2523,148249.44
2524,149223.92
2525,133961.33
2526,147215.31
2527,135153.83
2528,134766.17
2529,148957.61
2530,136159.31
2531,197251.72
2532,237484.39
2533,194428.77
2534,246789.55
2535,331872.25
2536,237563.45
2537,199768.61
2538,183638.2
2539,185391.34
2540,176218.7
2541,190549.48
2542,181199.89
2543,122068.13
2544,140580.52
2545,120808.45
2546,159595.72
2547,130092.87
2548,142840.1
2549,115163.71
2550,150766.23
2551,147898.38
2552,121195.26
2553,81786.984
2554,109982.87
2555,109005.49
2556,113295.03
2557,114574.78
2558,154080.8
2559,148556.83
2560,143239.92
2561,144837.47
2562,146396.56
2563,131701.33
2564,198923.19
2565,118928.69
2566,147329.5
2567,148569.88
2568,187429.69
2569,181483.69
2570,119884.66
2571,188513.88
2572,126133.625
2573,220945.16
2574,242609.88
2575,138381.34
2576,118150.69
2577,196357.2
2578,100048.33
2579,71114.305
2580,116997.13
2581,128026.26
2582,113431.8
2583,234149.52
2584,149837.69
2585,131518.45
2586,147150.61
2587,179631.94
2588,132647.33
2589,137754.72
2590,218679.5
2591,217660.0
2592,233689.08
2593,237502.75
2594,175123.55
2595,206716.45
2596,292241.47
2597,206409.73
2598,277914.94
2599,302856.56
2600,144253.0
2601,154743.61
2602,81673.97
2603,87657.56
2604,80081.266
2605,80982.37
2606,139783.2
2607,154268.84
2608,188844.06
2609,156711.53
2610,116579.02
2611,153212.17
2612,149315.88
2613,128909.97
2614,121601.98
2615,144752.97
2616,139552.9
2617,115873.95
2618,195507.2
2619,210504.28
2620,180272.06
2621,191010.52
2622,190964.08
2623,272575.72
2624,283466.06
2625,377427.97
2626,174366.95
2627,182783.45
2628,416075.7
2629,509216.16
2630,311413.0
2631,441977.75
2632,394592.8
2633,277468.2
2634,368001.62
2635,152577.89
2636,166335.14
2637,169023.84
2638,236608.84
2639,191286.69
2640,155153.67
2641,115874.73
2642,173189.3
2643,106424.84
2644,126522.52
2645,95429.375
2646,89257.4
2647,100192.7
2648,133062.78
2649,133651.11
2650,140178.61
2651,148163.64
2652,442200.78
2653,255598.61
2654,275081.38
2655,350255.28
2656,294963.9
2657,336371.72
2658,303970.0
2659,277461.3
2660,363428.56
2661,350814.53
2662,340733.62
2663,282381.4
2664,272699.5
2665,327506.94
2666,277597.62
2667,170274.47
2668,192485.31
2669,176218.7
2670,265092.47
2671,192485.31
2672,191524.9
2673,197570.64
2674,202639.9
2675,175137.23
2676,187567.55
2677,167572.28
2678,269524.25
2679,259653.42
2680,277257.62
2681,438604.34
2682,331687.12
2683,444373.75
2684,330015.5
2685,313856.03
2686,257735.5
2687,279965.16
2688,228445.98
2689,202340.97
2690,440110.66
2691,197637.55
2692,101337.78
2693,173227.78
2694,101765.555
2695,191978.05
2696,183511.8
2697,177631.47
2698,189108.08
2699,165926.55
2700,162606.16
2701,152465.31
2702,131192.62
2703,108112.65
2704,141764.33
2705,131415.77
2706,124231.41
2707,125003.54
2708,139901.77
2709,118741.914
2710,121041.98
2711,295945.3
2712,316195.78
2713,178794.64
2714,148410.84
2715,176493.34
2716,152231.97
2717,174392.89
2718,239272.61
2719,158277.34
2720,154315.8
2721,142463.67
2722,149236.16
2723,146575.8
2724,121139.22
2725,136032.11
2726,138518.94
2727,163585.9
2728,162186.61
2729,160226.78
2730,141857.78
2731,101745.95
2732,108238.2
2733,169806.31
2734,137029.48
2735,120873.22
2736,120511.23
2737,125570.84
2738,147258.98
2739,169215.94
2740,144742.06
2741,148362.3
2742,152265.95
2743,126360.58
2744,148008.02
2745,145083.28
2746,130134.19
2747,133022.44
2748,123008.63
2749,132760.47
2750,130215.13
2751,100734.984
2752,179171.88
2753,167868.67
2754,157823.8
2755,131977.44
2756,83883.08
2757,64035.57
2758,74944.17
2759,145414.89
2760,138278.72
2761,146090.3
2762,147156.92
2763,172297.39
2764,146338.64
2765,261046.81
2766,124182.61
2767,91866.0
2768,137118.38
2769,140859.52
2770,148624.72
2771,121797.19
2772,122277.74
2773,130960.37
2774,138146.52
2775,126704.01
2776,126960.07
2777,141841.55
2778,131864.83
2779,118562.11
2780,114578.83
2781,87280.35
2782,83233.87
2783,69679.46
2784,111069.07
2785,151163.3
2786,62303.27
2787,106984.33
2788,58656.297
2789,183240.38
2790,88466.9
2791,112656.555
2792,71181.68
2793,162015.33
2794,81295.13
2795,108595.33
2796,87894.88
2797,156626.97
2798,107234.695
2799,118576.13
2800,91938.92
2801,100885.055
2802,121171.8
2803,154218.25
2804,110218.805
2805,85485.58
2806,98903.766
2807,148512.5
2808,140223.0
2809,133873.6
2810,139326.3
2811,160361.61
2812,133176.16
2813,178584.86
2814,184873.86
2815,94577.266
2816,242172.75
2817,138596.23
2818,126292.63
2819,161106.58
2820,112680.086
2821,118561.77
2822,165476.48
2823,253000.28
2824,134016.02
2825,129565.79
2826,130685.88
2827,139599.48
2828,216487.86
2829,206977.42
2830,236515.45
2831,189686.98
2832,203420.4
2833,278317.84
2834,216255.52
2835,220649.73
2836,194185.66
2837,163981.1
2838,154738.3
2839,180367.84
2840,191599.08
2841,201750.58
2842,191172.7
2843,150259.25
2844,138747.53
2845,127192.15
2846,205346.94
2847,182593.72
2848,210035.64
2849,213188.05
2850,261823.95
2851,271024.88
2852,242791.8
2853,242667.72
2854,139102.33
2855,185912.77
2856,209620.83
2857,192754.25
2858,180554.23
2859,131634.52
2860,116394.5
2861,150649.95
2862,177397.84
2863,109552.52
2864,242646.44
2865,141321.84
2866,136476.39
2867,95069.57
2868,133952.39
2869,136863.75
2870,139262.94
2871,110214.29
2872,64738.52
2873,110968.91
2874,136682.31
2875,120250.51
2876,163318.11
2877,133430.16
2878,188563.67
2879,128301.39
2880,113858.055
2881,160299.67
2882,161735.28
2883,197027.98
2884,192859.23
2885,178260.03
2886,177913.06
2887,96673.305
2888,123979.195
2889,76585.52
2890,79817.836
2891,126191.26
2892,37194.574
2893,64634.26
2894,50218.83
2895,265132.16
2896,275622.84
2897,159405.58
2898,158300.58
2899,236716.06
2900,147749.78
2901,185195.19
2902,162141.77
2903,305640.0
2904,296806.25
2905,55479.348
2906,167259.5
2907,111953.54
2908,122874.5
2909,128762.164
2910,81168.78
2911,81673.97
2912,147350.58
2913,81630.59
2914,80081.266
2915,80081.266
2916,81630.59
2917,149959.77
2918,100092.71
2919,206159.1
